doc_id,org,org_full,title,year,lang,topic,doc_type,url,notes
aap_adhd_cpg,AAP,American Academy of Pediatrics,"Clinical Practice Guideline for the Diagnosis, Evaluation, and Treatment of ADHD in Children and Adolescents",2019,en,desarrollo,guia_clinica,,
aap_obesity_cpg,AAP,American Academy of Pediatrics,Clinical Practice Guideline for the Evaluation and Treatment of Children and Adolescents With Obesity,2023,en,alimentacion,guia_clinica,,
aap_down_syndrome,AAP,American Academy of Pediatrics,Health Supervision for Children and Adolescents With Down Syndrome,2022,en,desarrollo,guia_clinica,,
aap_neonatal_compendium,AAP,American Academy of Pediatrics,Neonatal Care: A Compendium of AAP Clinical Practice Guidelines and Policies,,en,recien_nacido,guia_clinica,,
aemps_es_sueroral_hiposodico_prospecto,AEMPS,Agencia Española de Medicamentos y Productos Sanitarios — CIMA (prospecto autorizado),Prospecto: Sueroral Hiposódico polvo para solución oral (CIMA 59877),,es,digestivo,hoja_padres,https://cima.aemps.es/cima/pdfs/es/p/59877/59877_p.pdf,posología del suero oral por edad; documento regulatorio público
aep_cuidados_recien_nacido,AEP,"Asociación Española de Pediatría — Protocolos de Neonatología (Doménech, González, Rodríguez-Alarcón)",Cuidados generales del recién nacido sano,,es,recien_nacido,guia_clinica,,
aep_alimentacion_complementaria,AEP,Asociación Española de Pediatría (Comité de Lactancia Materna y Comité de Nutrición),Recomendaciones de la AEP sobre la alimentación complementaria,2018,es,alimentacion,guia_clinica,,
aepap_guia_dosificacion_3ed,AEPap,Asociación Española de Pediatría de Atención Primaria,Guía rápida de dosificación práctica en pediatría (3.ª edición),,es,medicamentos,guia_clinica,,fuente de la calculadora de dosis
cdc_en_chickenpox_about_index,CDC,Centers for Disease Control and Prevention (USA),About Chickenpox,,en,piel,hoja_padres,https://www.cdc.gov/chickenpox/about/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_hand_foot_mouth_about_index,CDC,Centers for Disease Control and Prevention (USA),"About Hand, Foot, and Mouth Disease",,en,piel,hoja_padres,https://www.cdc.gov/hand-foot-mouth/about/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_lice_about_index,CDC,Centers for Disease Control and Prevention (USA),About Lice,,en,piel,hoja_padres,https://www.cdc.gov/lice/about/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_norovirus_about_index,CDC,Centers for Disease Control and Prevention (USA),About Norovirus,,en,digestivo,hoja_padres,https://www.cdc.gov/norovirus/about/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_rsv_about_index,CDC,Centers for Disease Control and Prevention (USA),About RSV,,en,respiratorio,hoja_padres,https://www.cdc.gov/rsv/about/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_rotavirus_about_index,CDC,Centers for Disease Control and Prevention (USA),About Rotavirus,,en,digestivo,hoja_padres,https://www.cdc.gov/rotavirus/about/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_pertussis_about_index,CDC,Centers for Disease Control and Prevention (USA),About Whooping Cough,,en,respiratorio,hoja_padres,https://www.cdc.gov/pertussis/about/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_act_early_milestones_index,CDC,Centers for Disease Control and Prevention (USA),CDC's Developmental Milestones,,en,desarrollo,hoja_padres,https://www.cdc.gov/act-early/milestones/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_heads_up_about_index,CDC,Centers for Disease Control and Prevention (USA),Concussion Basics,,en,accidentes,hoja_padres,https://www.cdc.gov/heads-up/about/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_ear_infection_about,CDC,Centers for Disease Control and Prevention (USA),Ear Infection Basics,,en,orl,hoja_padres,https://www.cdc.gov/ear-infection/about/,licence: Public domain (U.S. Government work); fetched 2026-09-11
cdc_en_children,CDC,Centers for Disease Control and Prevention (USA),Flu and Children,,en,respiratorio,hoja_padres,https://www.cdc.gov/flu/highrisk/children.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_infant_toddler_nutrition_index,CDC,Centers for Disease Control and Prevention (USA),Infant and Toddler Nutrition,,en,alimentacion,hoja_padres,https://www.cdc.gov/infant-toddler-nutrition/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_treatment,CDC,Centers for Disease Control and Prevention (USA),Manage Common Cold,,en,respiratorio,hoja_padres,https://www.cdc.gov/common-cold/treatment/,licence: Public domain (U.S. Government work); fetched 2026-09-11
cdc_en_measles_signs_symptoms_index,CDC,Centers for Disease Control and Prevention (USA),Measles Symptoms and Complications,,en,piel,hoja_padres,https://www.cdc.gov/measles/signs-symptoms/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_child_development_positive_parenting_tips_index,CDC,Centers for Disease Control and Prevention (USA),Positive Parenting Tips,,en,crianza,hoja_padres,https://www.cdc.gov/child-development/positive-parenting-tips/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_drowning_prevention_index,CDC,Centers for Disease Control and Prevention (USA),Preventing Drowning,,en,accidentes,hoja_padres,https://www.cdc.gov/drowning/prevention/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_rsv_infants_young_children_index,CDC,Centers for Disease Control and Prevention (USA),RSV in Infants and Young Children,,en,respiratorio,hoja_padres,https://www.cdc.gov/rsv/infants-young-children/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_child_easyread,CDC,Centers for Disease Control and Prevention (USA),Recommended Vaccines for Young Children,,en,vacunas,hoja_padres,https://www.cdc.gov/vaccines/imz-schedules/child-easyread.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdc_en_heads_up_signs_symptoms_index,CDC,Centers for Disease Control and Prevention (USA),Signs and Symptoms of Concussion,,en,accidentes,hoja_padres,https://www.cdc.gov/heads-up/signs-symptoms/index.html,licence: Public domain (U.S. Government work); fetched 2026-09-02
cdcvis_ar_dtap,CDC,Centers for Disease Control and Prevention (USA),بيان معلومات اللقاح — DTaP,2025,ar,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/arabic_dtap.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. difteria, tétanos y tosferina."
cdcvis_ar_flu_inactive,CDC,Centers for Disease Control and Prevention (USA),بيان معلومات اللقاح — Gripe,2025,ar,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/arabic_flu_inactive.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. gripe estacional."
cdcvis_ar_hepatitis_a,CDC,Centers for Disease Control and Prevention (USA),بيان معلومات اللقاح — Hepatitis A,2025,ar,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/arabic_hepatitis_a.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. hepatitis A."
cdcvis_ar_hepatitis_b,CDC,Centers for Disease Control and Prevention (USA),بيان معلومات اللقاح — Hepatitis B,2025,ar,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/arabic_hepatitis_b.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. hepatitis B."
cdcvis_ar_hib,CDC,Centers for Disease Control and Prevention (USA),بيان معلومات اللقاح — Hib,2025,ar,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/arabic_hib.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. Haemophilus influenzae tipo b."
cdcvis_ar_mmr,CDC,Centers for Disease Control and Prevention (USA),بيان معلومات اللقاح — MMR,2025,ar,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/arabic_mmr.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. sarampión, paperas y rubéola."
cdcvis_ar_meningococcal,CDC,Centers for Disease Control and Prevention (USA),بيان معلومات اللقاح — Meningococo,2025,ar,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/arabic_meningococcal.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. enfermedad meningocócica."
cdcvis_ar_rotavirus,CDC,Centers for Disease Control and Prevention (USA),بيان معلومات اللقاح — Rotavirus,2025,ar,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/arabic_rotavirus.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. rotavirus."
cdcvis_ar_varicella,CDC,Centers for Disease Control and Prevention (USA),بيان معلومات اللقاح — Varicela,2025,ar,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/arabic_varicella.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. varicela."
cdcvis_hi_dtap,CDC,Centers for Disease Control and Prevention (USA),टीके की जानकारी का वक्तव्य — DTaP,2025,hi,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/hindi_dtap.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. difteria, tétanos y tosferina."
cdcvis_hi_flu_inactive,CDC,Centers for Disease Control and Prevention (USA),टीके की जानकारी का वक्तव्य — Gripe,2025,hi,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/hindi_flu_inactive.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. gripe estacional."
cdcvis_hi_hepatitis_a,CDC,Centers for Disease Control and Prevention (USA),टीके की जानकारी का वक्तव्य — Hepatitis A,2025,hi,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/hindi_hepatitis_a.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. hepatitis A."
cdcvis_hi_hepatitis_b,CDC,Centers for Disease Control and Prevention (USA),टीके की जानकारी का वक्तव्य — Hepatitis B,2025,hi,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/hindi_hepatitis_b.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. hepatitis B."
cdcvis_hi_hib,CDC,Centers for Disease Control and Prevention (USA),टीके की जानकारी का वक्तव्य — Hib,2025,hi,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/hindi_hib.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. Haemophilus influenzae tipo b."
cdcvis_hi_mmr,CDC,Centers for Disease Control and Prevention (USA),टीके की जानकारी का वक्तव्य — MMR,2025,hi,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/hindi_mmr.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. sarampión, paperas y rubéola."
cdcvis_hi_meningococcal,CDC,Centers for Disease Control and Prevention (USA),टीके की जानकारी का वक्तव्य — Meningococo,2025,hi,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/hindi_meningococcal.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. enfermedad meningocócica."
cdcvis_hi_pcv13,CDC,Centers for Disease Control and Prevention (USA),टीके की जानकारी का वक्तव्य — Neumococo,2025,hi,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/hindi_pcv13.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. enfermedad neumocócica."
cdcvis_hi_rotavirus,CDC,Centers for Disease Control and Prevention (USA),टीके की जानकारी का वक्तव्य — Rotavirus,2025,hi,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/hindi_rotavirus.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. rotavirus."
cdcvis_hi_varicella,CDC,Centers for Disease Control and Prevention (USA),टीके की जानकारी का वक्तव्य — Varicela,2025,hi,vacunas,hoja_padres,https://www.immunize.org/wp-content/uploads/vis/hindi_varicella.pdf,"Vaccine Information Statement del CDC (obra del gobierno de EE. UU., dominio público); la traducción la produce y aloja Immunize.org, que no publica un permiso explícito de redistribución, así que va como citar_solo. varicela."
oer_child_growth_development,College of the Canyons,"College of the Canyons — Open Educational Resource (Paris, Ricardo, Rymond)",Child Growth and Development,,en,desarrollo,manual,,
ecimed_pediatria_2016,Ecimed,Editorial Ciencias Médicas (La Habana),Pediatría. Diagnóstico y tratamiento,2016,es,auto,libro,,obra editorial de otro sistema sanitario; solo respaldo
canada_fr_commotions_cerebrales_signes_symptomes,Gouvernement du Canada,Gouvernement du Canada / Government of Canada (santé publique),Commotions cérébrales : Symptômes et traitement,,fr,accidentes,hoja_padres,https://www.canada.ca/fr/sante-publique/services/maladies/commotions-cerebrales-signes-symptomes.html,"licence: Reproduction non commerciale autorisée sans permission, avec exactitude, titre, auteur et URL d'origine (Avis, canada.ca); fetched 2026-09-02"
canada_fr_coqueluche_toux_coquelucheuse,Gouvernement du Canada,Gouvernement du Canada / Government of Canada (santé publique),Coqueluche (toux coquelucheuse) : Symptômes et traitement,,fr,respiratorio,hoja_padres,https://www.canada.ca/fr/sante-publique/services/maladies/coqueluche-toux-coquelucheuse.html,"licence: Reproduction non commerciale autorisée sans permission, avec exactitude, titre, auteur et URL d'origine (Avis, canada.ca); fetched 2026-09-02"
canada_fr_grippe_influenza,Gouvernement du Canada,Gouvernement du Canada / Government of Canada (santé publique),Grippe (influenza saisonnière) : Symptômes et traitement,,fr,respiratorio,hoja_padres,https://www.canada.ca/fr/sante-publique/services/maladies/grippe-influenza.html,"licence: Reproduction non commerciale autorisée sans permission, avec exactitude, titre, auteur et URL d'origine (Avis, canada.ca); fetched 2026-09-02"
canada_fr_maladie_lyme,Gouvernement du Canada,Gouvernement du Canada / Government of Canada (santé publique),Maladie de Lyme : Symptômes et traitement,,fr,piel,hoja_padres,https://www.canada.ca/fr/sante-publique/services/maladies/maladie-lyme.html,"licence: Reproduction non commerciale autorisée sans permission, avec exactitude, titre, auteur et URL d'origine (Avis, canada.ca); fetched 2026-09-02"
canada_fr_oreillons,Gouvernement du Canada,Gouvernement du Canada / Government of Canada (santé publique),Oreillons : Symptômes et traitement,,fr,general,hoja_padres,https://www.canada.ca/fr/sante-publique/services/maladies/oreillons.html,"licence: Reproduction non commerciale autorisée sans permission, avec exactitude, titre, auteur et URL d'origine (Avis, canada.ca); fetched 2026-09-02"
canada_fr_rougeole,Gouvernement du Canada,Gouvernement du Canada / Government of Canada (santé publique),Rougeole : Symptômes et traitement,,fr,piel,hoja_padres,https://www.canada.ca/fr/sante-publique/services/maladies/rougeole.html,"licence: Reproduction non commerciale autorisée sans permission, avec exactitude, titre, auteur et URL d'origine (Avis, canada.ca); fetched 2026-09-02"
canada_fr_rubeole,Gouvernement du Canada,Gouvernement du Canada / Government of Canada (santé publique),Rubéole,,fr,piel,hoja_padres,https://www.canada.ca/fr/sante-publique/services/maladies/rubeole.html,"licence: Reproduction non commerciale autorisée sans permission, avec exactitude, titre, auteur et URL d'origine (Avis, canada.ca); fetched 2026-09-02"
canada_fr_securite_soleil,Gouvernement du Canada,Gouvernement du Canada / Government of Canada (santé publique),Sécurité au soleil,,fr,accidentes,hoja_padres,https://www.canada.ca/fr/sante-canada/services/securite-soleil.html,"licence: Reproduction non commerciale autorisée sans permission, avec exactitude, titre, auteur et URL d'origine (Avis, canada.ca); fetched 2026-09-02"
canada_fr_vaccinations_pour_enfants,Gouvernement du Canada,Gouvernement du Canada / Government of Canada (santé publique),Vaccins pour les enfants : À propos des vaccins,,fr,vacunas,hoja_padres,https://www.canada.ca/fr/sante-publique/services/vaccinations-pour-enfants.html,"licence: Reproduction non commerciale autorisée sans permission, avec exactitude, titre, auteur et URL d'origine (Avis, canada.ca); fetched 2026-09-02"
canada_fr_virus_respiratoire_syncytial_vrs,Gouvernement du Canada,Gouvernement du Canada / Government of Canada (santé publique),Virus respiratoire syncytial (VRS) : Symptômes et traitement,,fr,respiratorio,hoja_padres,https://www.canada.ca/fr/sante-publique/services/maladies/virus-respiratoire-syncytial-vrs.html,"licence: Reproduction non commerciale autorisée sans permission, avec exactitude, titre, auteur et URL d'origine (Avis, canada.ca); fetched 2026-09-02"
ninojesus_primeros_auxilios,H. Niño Jesús,"Hospital Infantil Universitario Niño Jesús (Casado Flores, Jiménez García)",Guía práctica de primeros auxilios para padres,2017,es,accidentes,libro,,ISBN 978-84-16732-74-6
donostia_guia_antibiotico,H. U. Donostia,Hospital Universitario Donostia — Comité de Política Antibiótica,Guía de tratamiento antibiótico en pediatría,,es,medicamentos,guia_clinica,,el bot nunca recomienda antibióticos; solo contexto
andalucia_cuidame_guia,Junta de Andalucía,Consejería de Salud de la Junta de Andalucía,Cuídame: guía para madres y padres,,es,crianza,manual,,
andalucia_cuidame_comienzo_vida,Junta de Andalucía,Consejería de Salud de la Junta de Andalucía,Cuídame: orientaciones para el comienzo de la vida,,es,recien_nacido,manual,,
mlp_es_allergy,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Alergia,,es,alergia,hoja_padres,https://medlineplus.gov/spanish/allergy.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-21
mlp_es_foodallergy,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Alergia a los alimentos,,es,alergia,hoja_padres,https://medlineplus.gov/spanish/foodallergy.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-21
mlp_en_allergy,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Allergy,2025,en,alergia,hoja_padres,https://medlineplus.gov/allergy.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_anaphylaxis,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Anafilaxia,,es,alergia,hoja_padres,https://medlineplus.gov/spanish/anaphylaxis.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-21
mlp_es_asthmainchildren,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Asma en niños,,es,respiratorio,hoja_padres,https://medlineplus.gov/spanish/asthmainchildren.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_asthmainchildren,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Asthma in Children,2024,en,respiratorio,hoja_padres,https://medlineplus.gov/asthmainchildren.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_choking,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Atragantamiento,,es,accidentes,hoja_padres,https://medlineplus.gov/spanish/choking.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_autismspectrumdisorder,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Autism Spectrum Disorder,2025,en,desarrollo,hoja_padres,https://medlineplus.gov/autismspectrumdisorder.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_breastfeeding,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Breastfeeding,2017,en,alimentacion,hoja_padres,https://medlineplus.gov/breastfeeding.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_burns,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Burns,2024,en,accidentes,hoja_padres,https://medlineplus.gov/burns.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_chickenpox,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Chickenpox,2025,en,piel,hoja_padres,https://medlineplus.gov/chickenpox.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_childdevelopment,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Child Development,2025,en,desarrollo,hoja_padres,https://medlineplus.gov/childdevelopment.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_bedwetting,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Child Development,2025,en,desarrollo,hoja_padres,https://medlineplus.gov/bedwetting.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_childsafety,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Child Safety,2018,en,accidentes,hoja_padres,https://medlineplus.gov/childsafety.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_childhoodvaccines,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Childhood Vaccines,2024,en,vacunas,hoja_padres,https://medlineplus.gov/childhoodvaccines.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-11
mlp_en_childrenshealth,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Children's Health,2024,en,crianza,hoja_padres,https://medlineplus.gov/childrenshealth.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_choking,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Choking,2024,en,accidentes,hoja_padres,https://medlineplus.gov/choking.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_commoncold,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Common Cold,2022,en,respiratorio,hoja_padres,https://medlineplus.gov/commoncold.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_concussion,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Concussion,2025,en,accidentes,hoja_padres,https://medlineplus.gov/concussion.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_constipation,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Constipation,2025,en,digestivo,hoja_padres,https://medlineplus.gov/constipation.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_cough,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Cough,2025,en,respiratorio,hoja_padres,https://medlineplus.gov/cough.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_croup,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Croup,2026,en,respiratorio,hoja_padres,https://medlineplus.gov/croup.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_croup,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Crup,,es,respiratorio,hoja_padres,https://medlineplus.gov/spanish/croup.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_infantandnewborncare,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Cuidado del recién nacido y del bebé,,es,recien_nacido,hoja_padres,https://medlineplus.gov/spanish/infantandnewborncare.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_dehydration,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Dehydration,2023,en,digestivo,hoja_padres,https://medlineplus.gov/dehydration.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_dehydration,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Deshidratación,,es,digestivo,hoja_padres,https://medlineplus.gov/spanish/dehydration.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_diarrhea,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Diarrea,,es,digestivo,hoja_padres,https://medlineplus.gov/spanish/diarrhea.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_diarrhea,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Diarrhea,2025,en,digestivo,hoja_padres,https://medlineplus.gov/diarrhea.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_earinfections,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Ear Infections,2025,en,orl,hoja_padres,https://medlineplus.gov/earinfections.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_eatingdisorders,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Eating Disorders,2024,en,salud_mental,hoja_padres,https://medlineplus.gov/eatingdisorders.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_eczema,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Eccema,,es,piel,hoja_padres,https://medlineplus.gov/spanish/eczema.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-21
mlp_en_eczema,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Eczema,2025,en,piel,hoja_padres,https://medlineplus.gov/eczema.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_heatillness,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Enfermedades causadas por el calor,,es,accidentes,hoja_padres,https://medlineplus.gov/spanish/heatillness.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_poisoning,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Envenenamiento,,es,intoxicacion,hoja_padres,https://medlineplus.gov/spanish/poisoning.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_fainting,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Fainting,2025,en,neurologia,hoja_padres,https://medlineplus.gov/fainting.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_fever,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Fever,2025,en,fiebre,hoja_padres,https://medlineplus.gov/fever.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_fever,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Fiebre,,es,fiebre,hoja_padres,https://medlineplus.gov/spanish/fever.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_foodallergy,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Food Allergy,2025,en,alergia,hoja_padres,https://medlineplus.gov/foodallergy.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_gastroenteritis,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Gastroenteritis,2022,en,digestivo,hoja_padres,https://medlineplus.gov/gastroenteritis.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_gastroenteritis,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Gastroenteritis,,es,digestivo,hoja_padres,https://medlineplus.gov/spanish/gastroenteritis.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
