doc_id,org,org_full,title,year,lang,topic,doc_type,url,notes
who_en_poliomyelitis,WHO,World Health Organization,Poliomyelitis,,en,vacunas,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/poliomyelitis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-20
who_fr_household_air_pollution_and_health,WHO,World Health Organization,Pollution de l’air à l’intérieur des habitations,,fr,respiratorio,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/household-air-pollution-and-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_en_preterm_birth,WHO,World Health Organization,Preterm birth,,en,recien_nacido,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/preterm-birth,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_es_rabies,WHO,World Health Organization,Rabia,,es,accidentes,hoja_padres,https://www.who.int/es/news-room/fact-sheets/detail/rabies,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_en_rabies,WHO,World Health Organization,Rabies,,en,accidentes,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/rabies,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_fr_rabies,WHO,World Health Organization,Rage,,fr,accidentes,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/rabies,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_en_road_traffic_injuries,WHO,World Health Organization,Road traffic injuries,,en,accidentes,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/road-traffic-injuries,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_fr_measles,WHO,World Health Organization,Rougeole,,fr,piel,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/measles,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-02
who_es_oral_health,WHO,World Health Organization,Salud bucodental,,es,dental,hoja_padres,https://www.who.int/es/news-room/fact-sheets/detail/oral-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_fr_oral_health,WHO,World Health Organization,Santé bucco-dentaire,,fr,dental,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/oral-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_fr_adolescent_mental_health,WHO,World Health Organization,Santé mentale des adolescentes et des adolescents,,fr,salud_mental,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/adolescent-mental-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-02
who_es_measles,WHO,World Health Organization,Sarampión,,es,piel,hoja_padres,https://www.who.int/es/news-room/fact-sheets/detail/measles,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-02
who_es_scabies,WHO,World Health Organization,Sarna,,es,piel,hoja_padres,https://www.who.int/es/news-room/fact-sheets/detail/scabies,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_en_scabies,WHO,World Health Organization,Scabies,,en,piel,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/scabies,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_en_sepsis,WHO,World Health Organization,Sepsis,,en,urgencias,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/sepsis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_es_sepsis,WHO,World Health Organization,Sepsis,,es,urgencias,hoja_padres,https://www.who.int/es/news-room/fact-sheets/detail/sepsis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_fr_sepsis,WHO,World Health Organization,Sepsis,,fr,urgencias,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/sepsis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_en_sickle_cell_disease,WHO,World Health Organization,Sickle-cell disease,,en,general,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/sickle-cell-disease,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_en_snakebite_envenoming,WHO,World Health Organization,Snakebite envenoming,,en,accidentes,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/snakebite-envenoming,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_en_soil_transmitted_helminth_infections,WHO,World Health Organization,Soil-transmitted helminth infections,,en,digestivo,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/soil-transmitted-helminth-infections,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_es_deafness_and_hearing_loss,WHO,World Health Organization,Sordera y pérdida de la audición,,es,orl,hoja_padres,https://www.who.int/es/news-room/fact-sheets/detail/deafness-and-hearing-loss,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_fr_deafness_and_hearing_loss,WHO,World Health Organization,Surdité et perte auditive,,fr,orl,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/deafness-and-hearing-loss,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_fr_food_safety,WHO,World Health Organization,Sécurité sanitaire des aliments,,fr,digestivo,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/food-safety,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_fr_tobacco,WHO,World Health Organization,Tabac et nicotine,,fr,respiratorio,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/tobacco,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_es_tobacco,WHO,World Health Organization,Tabaco y nicotina,,es,respiratorio,hoja_padres,https://www.who.int/es/news-room/fact-sheets/detail/tobacco,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_en_tetanus,WHO,World Health Organization,Tetanus,,en,vacunas,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/tetanus,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_en_tobacco,WHO,World Health Organization,Tobacco and nicotine,,en,respiratorio,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/tobacco,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_fr_road_traffic_injuries,WHO,World Health Organization,Traumatismes dus aux accidents de la circulation,,fr,accidentes,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/road-traffic-injuries,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_es_road_traffic_injuries,WHO,World Health Organization,Traumatismos causados por el tránsito,,es,accidentes,hoja_padres,https://www.who.int/es/news-room/fact-sheets/detail/road-traffic-injuries,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_en_typhoid,WHO,World Health Organization,Typhoid,,en,digestivo,hoja_padres,https://www.who.int/news-room/fact-sheets/detail/typhoid,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_es_tetanus,WHO,World Health Organization,Tétanos,,es,vacunas,hoja_padres,https://www.who.int/es/news-room/fact-sheets/detail/tetanus,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_fr_tetanus,WHO,World Health Organization,Tétanos,,fr,vacunas,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/tetanus,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_fr_hiv_aids,WHO,World Health Organization,VIH et sida,,fr,general,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/hiv-aids,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_es_hiv_aids,WHO,World Health Organization,VIH y sida,,es,general,hoja_padres,https://www.who.int/es/news-room/fact-sheets/detail/hiv-aids,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_complementary_feeding,WHO,World Health Organization,WHO guideline for complementary feeding of infants and young children 6–23 months of age,2023,en,alimentacion,guia_clinica,,
who_fr_epilepsy,WHO,World Health Organization,Épilepsie,,fr,neurologia,hoja_padres,https://www.who.int/fr/news-room/fact-sheets/detail/epilepsy,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_anaemia,WHO,World Health Organization,Анемия,,ru,alimentacion,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/anaemia,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_asthma,WHO,World Health Organization,Астма,,ru,respiratorio,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/asthma,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_autism_spectrum_disorders,WHO,World Health Organization,Аутизм,,ru,desarrollo,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/autism-spectrum-disorders,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_food_safety,WHO,World Health Organization,Безопасность пищевых продуктов,,ru,digestivo,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/food-safety,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_rabies,WHO,World Health Organization,Бешенство,,ru,accidentes,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/rabies,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_typhoid,WHO,World Health Organization,Брюшной тиф,,ru,digestivo,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/typhoid,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_hiv_aids,WHO,World Health Organization,ВИЧ и СПИД,,ru,general,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/hiv-aids,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_hepatitis_a,WHO,World Health Organization,Гепатит А,,ru,digestivo,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/hepatitis-a,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_hepatitis_b,WHO,World Health Organization,Гепатит В,,ru,general,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/hepatitis-b,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_deafness_and_hearing_loss,WHO,World Health Organization,Глухота и потеря слуха,,ru,orl,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/deafness-and-hearing-loss,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ru_influenza_seasonal,WHO,World Health Organization,Грипп (сезонный),,ru,respiratorio,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/influenza-(seasonal),licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_dengue_and_severe_dengue,WHO,World Health Organization,Денге и тяжелая денге,,ru,fiebre,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/dengue-and-severe-dengue,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_diarrhoeal_disease,WHO,World Health Organization,Диарея,,ru,digestivo,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/diarrhoeal-disease,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_diphtheria,WHO,World Health Organization,Дифтерия,,ru,vacunas,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/diphtheria,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_road_traffic_injuries,WHO,World Health Organization,Дорожно-транспортный травматизм,,ru,accidentes,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/road-traffic-injuries,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_child_maltreatment,WHO,World Health Organization,Жестокое обращение с детьми,,ru,salud_mental,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/child-maltreatment,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ru_household_air_pollution_and_health,WHO,World Health Organization,Загрязнение воздуха внутри жилых помещений,,ru,respiratorio,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/household-air-pollution-and-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ru_measles,WHO,World Health Organization,Корь,,ru,piel,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/measles,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_rubella,WHO,World Health Organization,Краснуха,,ru,piel,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/rubella,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_malaria,WHO,World Health Organization,Малярия,,ru,fiebre,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/malaria,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_meningitis,WHO,World Health Organization,Менингит,,ru,general,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/meningitis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_malnutrition,WHO,World Health Organization,Неполноценное питание,,ru,alimentacion,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/malnutrition,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_obesity_and_overweight,WHO,World Health Organization,Ожирение и избыточная масса тела,,ru,alimentacion,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/obesity-and-overweight,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_burns,WHO,World Health Organization,Ожоги,,ru,accidentes,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/burns,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_lead_poisoning_and_health,WHO,World Health Organization,Отравление свинцом,,ru,intoxicacion,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/lead-poisoning-and-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ru_immunization_coverage,WHO,World Health Organization,Охват иммунизацией,,ru,vacunas,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/immunization-coverage,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_oral_health,WHO,World Health Organization,Охрана здоровья полости рта,,ru,dental,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/oral-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_falls,WHO,World Health Organization,Падения,,ru,accidentes,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/falls,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_soil_transmitted_helminth_infections,WHO,World Health Organization,Передающиеся через почву гельминтозы,,ru,digestivo,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/soil-transmitted-helminth-infections,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_infant_and_young_child_feeding,WHO,World Health Organization,Питание детей грудного и раннего возраста,,ru,alimentacion,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/infant-and-young-child-feeding,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_drinking_water,WHO,World Health Organization,Питьевая вода,,ru,digestivo,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/drinking-water,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_pneumonia,WHO,World Health Organization,Пневмония у детей,,ru,respiratorio,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/pneumonia,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_poliomyelitis,WHO,World Health Organization,Полиомиелит,,ru,general,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/poliomyelitis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_snakebite_envenoming,WHO,World Health Organization,Поражение змеиным ядом,,ru,accidentes,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/snakebite-envenoming,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_preterm_birth,WHO,World Health Organization,Преждевременные роды,,ru,recien_nacido,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/preterm-birth,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_adolescent_mental_health,WHO,World Health Organization,Психическое здоровье подростков,,ru,salud_mental,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/adolescent-mental-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_sepsis,WHO,World Health Organization,Сепсис,,ru,urgencias,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/sepsis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_sickle_cell_disease,WHO,World Health Organization,Серповидноклеточная анемия ‎,,ru,general,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/sickle-cell-disease,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ru_blindness_and_visual_impairment,WHO,World Health Organization,Слепота и нарушения зрения,,ru,ojos,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/blindness-and-visual-impairment,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ru_child_growth_standards,WHO,World Health Organization,Стандарты физического развития детей,,ru,desarrollo,hoja_padres,https://www.who.int/ru/news-room/questions-and-answers/item/child-growth-standards,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-13
who_ru_tetanus,WHO,World Health Organization,Столбняк,,ru,vacunas,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/tetanus,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_tobacco,WHO,World Health Organization,Табак и никотин,,ru,respiratorio,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/tobacco,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ru_tuberculosis,WHO,World Health Organization,Туберкулез,,ru,respiratorio,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/tuberculosis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_drowning,WHO,World Health Organization,Утопления,,ru,accidentes,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/drowning,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ru_cholera,WHO,World Health Organization,Холера,,ru,digestivo,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/cholera,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-18
who_ru_scabies,WHO,World Health Organization,Чесотка,,ru,piel,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/scabies,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ru_epilepsy,WHO,World Health Organization,Эпилепсия,,ru,neurologia,hoja_padres,https://www.who.int/ru/news-room/fact-sheets/detail/epilepsy,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_child_maltreatment,WHO,World Health Organization,إساءة معاملة الأطفال,,ar,salud_mental,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/child-maltreatment,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ar_influenza_seasonal,WHO,World Health Organization,الأنفلونزا (الموسمية),,ar,respiratorio,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/influenza-(seasonal),licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_road_traffic_injuries,WHO,World Health Organization,الإصابات الناجمة عن حوادث المرور,,ar,accidentes,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/road-traffic-injuries,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_sepsis,WHO,World Health Organization,الإنتان,,ar,urgencias,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/sepsis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_pneumonia,WHO,World Health Organization,الالتهاب الرئوي لدى الأطفال,,ar,respiratorio,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/pneumonia,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_tobacco,WHO,World Health Organization,التبغ والنيكوتين,,ar,respiratorio,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/tobacco,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ar_snakebite_envenoming,WHO,World Health Organization,التسمم الناجم عن لدغ الثعابين,,ar,accidentes,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/snakebite-envenoming,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_lead_poisoning_and_health,WHO,World Health Organization,التسمّم بالرصاص,,ar,intoxicacion,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/lead-poisoning-and-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ar_immunization_coverage,WHO,World Health Organization,التغطية بالتمنيع,,ar,vacunas,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/immunization-coverage,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_meningitis,WHO,World Health Organization,التهاب السحايا,,ar,general,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/meningitis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_hepatitis_a,WHO,World Health Organization,التهاب الكبد A,,ar,digestivo,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/hepatitis-a,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_hepatitis_b,WHO,World Health Organization,التهاب الكبد B,,ar,general,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/hepatitis-b,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_autism_spectrum_disorders,WHO,World Health Organization,التوحد,,ar,desarrollo,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/autism-spectrum-disorders,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_tetanus,WHO,World Health Organization,التيتانوس (الكزاز),,ar,vacunas,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/tetanus,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_typhoid,WHO,World Health Organization,التيفود,,ar,digestivo,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/typhoid,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_scabies,WHO,World Health Organization,الجرب,,ar,piel,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/scabies,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_burns,WHO,World Health Organization,الحروق,,ar,accidentes,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/burns,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_measles,WHO,World Health Organization,الحصبة,,ar,piel,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/measles,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_rubella,WHO,World Health Organization,الحصبة الألمانية,,ar,piel,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/rubella,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_diphtheria,WHO,World Health Organization,الخناق (الدفتيريا),,ar,vacunas,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/diphtheria,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_asthma,WHO,World Health Organization,الربو,,ar,respiratorio,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/asthma,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_tuberculosis,WHO,World Health Organization,السل,,ar,respiratorio,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/tuberculosis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_obesity_and_overweight,WHO,World Health Organization,السمنة وزيادة الوزن,,ar,alimentacion,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/obesity-and-overweight,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_epilepsy,WHO,World Health Organization,الصرع,,ar,neurologia,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/epilepsy,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_deafness_and_hearing_loss,WHO,World Health Organization,الصمم وفقدان السمع,,ar,orl,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/deafness-and-hearing-loss,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ar_blindness_and_visual_impairment,WHO,World Health Organization,العمى وضعف البصر,,ar,ojos,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/blindness-and-visual-impairment,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ar_drowning,WHO,World Health Organization,الغرق,,ar,accidentes,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/drowning,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_cholera,WHO,World Health Organization,الكوليرا,,ar,digestivo,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/cholera,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-18
who_ar_malaria,WHO,World Health Organization,الملاريا,,ar,fiebre,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/malaria,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_preterm_birth,WHO,World Health Organization,الولادة المبتسرة,,ar,recien_nacido,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/preterm-birth,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_infant_and_young_child_feeding,WHO,World Health Organization,تغذية الرضّع وصغار الأطفال,,ar,alimentacion,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/infant-and-young-child-feeding,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_household_air_pollution_and_health,WHO,World Health Organization,تلوّث الهواء داخل المنزل,,ar,respiratorio,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/household-air-pollution-and-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-12
who_ar_falls,WHO,World Health Organization,حالات السقوط,,ar,accidentes,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/falls,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_dengue_and_severe_dengue,WHO,World Health Organization,حُمّى الضنك وحُمّى الضنك الوخيمة,,ar,fiebre,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/dengue-and-severe-dengue,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_rabies,WHO,World Health Organization,داء الكلب,,ar,accidentes,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/rabies,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_food_safety,WHO,World Health Organization,سلامة الأغذية,,ar,digestivo,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/food-safety,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_malnutrition,WHO,World Health Organization,سوء التغذية,,ar,alimentacion,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/malnutrition,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_poliomyelitis,WHO,World Health Organization,شلل الأطفال,,ar,general,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/poliomyelitis,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
who_ar_oral_health,WHO,World Health Organization,صحة الفم,,ar,dental,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/oral-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-11
who_ar_adolescent_mental_health,WHO,World Health Organization,صحة المراهقين النفسية,,ar,salud_mental,hoja_padres,https://www.who.int/ar/news-room/fact-sheets/detail/adolescent-mental-health,licence: CC BY-NC-SA 3.0 IGO; fetched 2026-09-03
